token_str,A,B,N,x
clairand,0.0,0.0,5.070785632030328e-07,0.0
claire,3.181283870731711e-06,0.0,1.0141571264060656e-06,3.181283870731711e-06
clairet,0.0,1.250422017430883e-05,1.0141571264060656e-06,-1.250422017430883e-05
clairette,9.543851612195134e-06,2.250759631375589e-05,2.7889320976166802e-05,-1.2963744701560757e-05
clairvaux,0.0,0.0,5.070785632030328e-07,0.0
clam,0.0,1.0003376139447064e-05,5.57786419523336e-06,-1.0003376139447064e-05
clammy,0.0,5.001688069723532e-06,1.0141571264060656e-06,-5.001688069723532e-06
clamoring,0.0,0.0,5.070785632030328e-07,0.0
clamp,4.771925806097567e-06,1.0003376139447064e-05,8.113257011248524e-06,-5.231450333349497e-06
clampdown,0.0,5.001688069723532e-06,2.028314252812131e-06,-5.001688069723532e-06
clamped,0.0,2.500844034861766e-06,2.5353928160151637e-06,-2.500844034861766e-06
clampeddown,0.0,0.0,1.0141571264060656e-06,0.0
clamping,9.543851612195134e-06,7.502532104585297e-06,5.57786419523336e-06,2.0413195076098366e-06
clampingharsh,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
clamps,0.0,2.500844034861766e-06,3.5495499424212292e-06,-2.500844034861766e-06
clampy,4.771925806097567e-06,0.00010503544946419416,4.208752074585172e-05,-0.00010026352365809659
clams,0.0,1.250422017430883e-05,4.563707068827294e-06,-1.250422017430883e-05
clamshell,0.0,2.500844034861766e-06,5.070785632030328e-07,-2.500844034861766e-06
clan,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clancy,0.0,0.0,5.070785632030328e-07,0.0
clandestino,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clangs,0.0,5.001688069723532e-06,0.0,-5.001688069723532e-06
clangy,0.0,7.502532104585297e-06,5.070785632030328e-07,-7.502532104585297e-06
clanky,0.0,5.001688069723532e-06,5.070785632030328e-07,-5.001688069723532e-06
clans,0.0,0.0,5.070785632030328e-07,0.0
clape,0.0,0.0,5.070785632030328e-07,0.0
clapton,0.0,0.0,5.070785632030328e-07,0.0
clara,4.771925806097567e-06,5.001688069723532e-06,3.5495499424212292e-06,-2.2976226362596488e-07
clare,1.2725135482926845e-05,1.0003376139447064e-05,1.4198199769684917e-05,2.721759343479781e-06
clarence,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
clarendon,6.362567741463422e-06,0.0,2.028314252812131e-06,6.362567741463422e-06
claret,4.771925806097567e-06,1.250422017430883e-05,7.0990998848424585e-06,-7.732294368211262e-06
claretized,0.0,0.0,5.070785632030328e-07,0.0
claretlike,4.771925806097567e-06,0.0,3.0424713792181962e-06,4.771925806097567e-06
claretmild,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
claretstyle,1.5906419353658556e-06,2.500844034861766e-06,1.5212356896090981e-06,-9.102020994959103e-07
claretstyled,0.0,0.0,1.0141571264060656e-06,0.0
clarified,1.2725135482926845e-05,5.001688069723532e-06,6.5920213216394255e-06,7.723447413203312e-06
clarifying,0.0,0.0,5.070785632030328e-07,0.0
clarine,0.0,0.0,1.5212356896090981e-06,0.0
clarion,6.362567741463422e-06,2.500844034861766e-06,1.0141571264060656e-06,3.861723706601656e-06
clarissa,4.771925806097567e-06,0.0,2.028314252812131e-06,4.771925806097567e-06
clarita,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
claritabased,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clarity,3.8175406448780536e-05,0.0001025346054293324,5.2736170573115404e-05,-6.435919898055187e-05
clark,3.181283870731711e-06,0.0,1.0141571264060656e-06,3.181283870731711e-06
clarke,6.362567741463422e-06,0.0,0.0,6.362567741463422e-06
clarkea,0.0,0.0,5.070785632030328e-07,0.0
clarksburg,0.0,2.0006752278894127e-05,6.5920213216394255e-06,-2.0006752278894127e-05
clart,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clary,0.0,0.0,5.070785632030328e-07,0.0
clash,0.0,1.5005064209170595e-05,6.0849427584363925e-06,-1.5005064209170595e-05
clashes,0.0,5.001688069723532e-06,0.0,-5.001688069723532e-06
clashing,0.0,7.502532104585297e-06,0.0,-7.502532104585297e-06
class,0.00015906419353658557,4.751603666237355e-05,6.794852746920638e-05,0.00011154815687421202
classe,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
classed,9.543851612195134e-06,0.0,9.634492700857623e-06,9.543851612195134e-06
classedgrowth,3.181283870731711e-06,0.0,2.028314252812131e-06,3.181283870731711e-06
classic,0.0008971220515463426,0.00027509284383479425,0.0005806049548674725,0.0006220292077115483
classica,0.0,0.0,5.070785632030328e-07,0.0
classical,1.5906419353658555e-05,5.001688069723532e-06,7.0990998848424585e-06,1.0904731283935024e-05
classically,0.0001256607128939026,1.0003376139447064e-05,5.375032769952147e-05,0.00011565733675445552
classicallyhuge,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
classicallystyled,6.362567741463422e-06,0.0,1.0141571264060656e-06,6.362567741463422e-06
classicism,1.5906419353658556e-06,2.500844034861766e-06,0.0,-9.102020994959103e-07
classicists,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
classicly,0.0,0.0,1.0141571264060656e-06,0.0
classico,4.612861612560981e-05,4.501519262751178e-05,9.837324126138835e-05,1.1134234980980277e-06
classicos,0.0,0.0,1.0141571264060656e-06,0.0
classics,6.362567741463422e-06,0.0,5.070785632030328e-07,6.362567741463422e-06
classicstyle,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
classicwild,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
classiest,0.0,0.0,1.0141571264060656e-06,0.0
classification,4.771925806097567e-06,0.0,1.5212356896090981e-06,4.771925806097567e-06
classifications,0.0,0.0,5.070785632030328e-07,0.0
classified,7.953209676829278e-06,7.502532104585297e-06,6.0849427584363925e-06,4.5067757224398037e-07
classify,0.0,1.5005064209170595e-05,2.5353928160151637e-06,-1.5005064209170595e-05
classiness,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
classique,0.0,0.0,5.070785632030328e-07,0.0
classs,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
classy,0.00014792969998902457,1.0003376139447064e-05,9.43166127557641e-05,0.00013792632384957752
clattering,1.5906419353658556e-06,2.500844034861766e-06,0.0,-9.102020994959103e-07
claude,6.362567741463422e-06,0.0,3.5495499424212292e-06,6.362567741463422e-06
claudia,3.181283870731711e-06,0.0,5.070785632030328e-07,3.181283870731711e-06
claudio,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clauzet,0.0,0.0,5.070785632030328e-07,0.0
clave,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clavidor,0.0,0.0,1.0141571264060656e-06,0.0
clavule,0.0,0.0,5.070785632030328e-07,0.0
clawing,0.0,0.0,1.0141571264060656e-06,0.0
claws,0.0,0.0,5.070785632030328e-07,0.0
clawson,0.0,0.0,1.0141571264060656e-06,0.0
clay,9.702915805731719e-05,6.252110087154414e-05,7.809009873326704e-05,3.4508057185773046e-05
claybased,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clayearth,0.0,0.0,1.0141571264060656e-06,0.0
claylike,0.0,7.502532104585297e-06,2.028314252812131e-06,-7.502532104585297e-06
claylimestone,0.0,0.0,5.070785632030328e-07,0.0
claysoil,0.0,0.0,1.0141571264060656e-06,0.0
clbre,0.0,0.0,5.070785632030328e-07,0.0
clean,0.0007285140063975618,0.002743425906243357,0.0020511327881562675,-0.0020149118998457954
cleanand,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
cleanaspolishedglass,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cleanautolysis,0.0,0.0,5.070785632030328e-07,0.0
cleanbut,0.0,0.0,5.070785632030328e-07,0.0
cleancut,3.4994122578048823e-05,0.0,2.9410556665775898e-05,3.4994122578048823e-05
cleaner,0.0,1.750590824403236e-05,7.0990998848424585e-06,-1.750590824403236e-05
cleaners,0.0,0.0,5.070785632030328e-07,0.0
cleanest,0.0,0.0,5.070785632030328e-07,0.0
cleanfeeling,0.0,0.0,5.070785632030328e-07,0.0
cleanflowing,0.0,0.0,1.0141571264060656e-06,0.0
cleaning,0.0,2.500844034861766e-06,3.0424713792181962e-06,-2.500844034861766e-06
cleaningsolution,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
cleanliness,6.362567741463422e-06,2.250759631375589e-05,6.0849427584363925e-06,-1.614502857229247e-05
cleanly,6.362567741463422e-06,4.501519262751178e-05,1.3691121206481883e-05,-3.865262488604836e-05
cleanmaybe,0.0,0.0,5.070785632030328e-07,0.0
cleanness,3.181283870731711e-06,7.502532104585297e-06,1.5212356896090981e-06,-4.321248233853586e-06
cleans,3.181283870731711e-06,5.001688069723532e-06,6.0849427584363925e-06,-1.8204041989918207e-06
cleanse,3.181283870731711e-06,5.001688069723532e-06,2.028314252812131e-06,-1.8204041989918207e-06
cleansed,1.5906419353658556e-06,5.001688069723532e-06,2.028314252812131e-06,-3.4110461343576765e-06
cleanser,1.5906419353658556e-06,2.250759631375589e-05,5.070785632030327e-06,-2.0916954378390035e-05
cleanses,4.771925806097567e-06,5.001688069723532e-06,6.5920213216394255e-06,-2.2976226362596488e-07
cleansing,2.3859629030487833e-05,0.00010003376139447063,6.997684172201852e-05,-7.61741323639828e-05
cleantasting,0.0,2.500844034861766e-06,5.070785632030328e-07,-2.500844034861766e-06
cleanup,0.0,0.0,1.5212356896090981e-06,0.0
clear,0.00011611686128170746,9.003038525502357e-05,0.00012372716942154,2.60864760266839e-05
clearcolored,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
clearcut,0.0,0.0,1.5212356896090981e-06,0.0
cleared,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clearer,3.181283870731711e-06,0.0,2.028314252812131e-06,3.181283870731711e-06
clearglass,0.0,0.0,5.070785632030328e-07,0.0
clearlooking,0.0,0.0,5.070785632030328e-07,0.0
clearly,0.00013520456450609773,1.750590824403236e-05,5.780695620514573e-05,0.00011769865626206537
clears,1.5906419353658556e-06,5.001688069723532e-06,5.070785632030328e-07,-3.4110461343576765e-06
clearview,3.181283870731711e-06,0.0,5.070785632030328e-07,3.181283870731711e-06
clearwater,0.0,0.0,5.070785632030328e-07,0.0
cleary,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clebrates,0.0,0.0,1.0141571264060656e-06,0.0
clem,3.181283870731711e-06,0.0,5.070785632030328e-07,3.181283870731711e-06
clement,0.0,0.0,5.070785632030328e-07,0.0
clementi,0.0,0.0,5.070785632030328e-07,0.0
clementimes,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clementine,1.9087703224390268e-05,1.250422017430883e-05,2.1297299654527374e-05,6.583483050081439e-06
clementinefruit,0.0,0.0,5.070785632030328e-07,0.0
clementines,0.0,2.500844034861766e-06,5.070785632030328e-07,-2.500844034861766e-06
clements,0.0,5.001688069723532e-06,0.0,-5.001688069723532e-06
clench,0.0,1.0003376139447064e-05,2.079022109132434e-05,-1.0003376139447064e-05
clenched,1.5906419353658556e-06,2.500844034861766e-06,2.5353928160151637e-06,-9.102020994959103e-07
clenching,0.0,2.500844034861766e-06,3.0424713792181962e-06,-2.500844034861766e-06
clendenen,3.181283870731711e-05,0.0,1.0141571264060656e-06,3.181283870731711e-05
clendenenmade,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clerc,6.362567741463422e-06,0.0,0.0,6.362567741463422e-06
clercmilon,3.181283870731711e-06,0.0,5.070785632030328e-07,3.181283870731711e-06
clermontferrand,0.0,0.0,5.070785632030328e-07,0.0
cless,0.0,0.0,1.0141571264060656e-06,0.0
clever,4.771925806097567e-06,2.500844034861766e-06,4.056628505624262e-06,2.271081771235801e-06
cleverly,1.5906419353658556e-06,2.500844034861766e-06,3.5495499424212292e-06,-9.102020994959103e-07
click,0.0,1.750590824403236e-05,5.070785632030328e-07,-1.750590824403236e-05
clicking,1.5906419353658556e-06,7.502532104585297e-06,5.070785632030328e-07,-5.911890169219442e-06
clicks,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
clicky,0.0,0.0,1.0141571264060656e-06,0.0
clicquot,3.181283870731711e-06,0.0,5.070785632030328e-07,3.181283870731711e-06
client,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cliff,4.771925806097567e-06,7.502532104585297e-06,4.563707068827294e-06,-2.7306062984877304e-06
cliffs,0.0,0.0,1.5212356896090981e-06,0.0
clifton,3.976604838414639e-05,0.0,1.4198199769684917e-05,3.976604838414639e-05
climat,7.953209676829278e-06,0.0,5.070785632030328e-07,7.953209676829278e-06
climate,5.7263109673170804e-05,6.502194490640591e-05,7.809009873326704e-05,-7.75883523323511e-06
climateloving,0.0,0.0,5.070785632030328e-07,0.0
climatepepper,0.0,0.0,5.070785632030328e-07,0.0
climates,9.543851612195134e-06,0.0,4.056628505624262e-06,9.543851612195134e-06
climatic,1.5906419353658556e-06,0.0,1.5212356896090981e-06,1.5906419353658556e-06
climatically,0.0,0.0,1.0141571264060656e-06,0.0
climax,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
climb,0.0,0.0,1.0141571264060656e-06,0.0
climbed,3.181283870731711e-06,0.0,0.0,3.181283870731711e-06
climbing,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
climbs,0.0,0.0,1.0141571264060656e-06,0.0
clime,0.0,0.0,5.070785632030328e-07,0.0
climes,4.771925806097567e-06,0.0,3.0424713792181962e-06,4.771925806097567e-06
clinch,0.0,0.0,5.070785632030328e-07,0.0
cline,3.181283870731711e-06,7.502532104585297e-06,5.57786419523336e-06,-4.321248233853586e-06
clinet,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
cling,1.5906419353658555e-05,1.250422017430883e-05,1.0648649827263687e-05,3.4021991793497262e-06
clinging,1.9087703224390268e-05,0.0,5.57786419523336e-06,1.9087703224390268e-05
clings,3.976604838414639e-05,5.001688069723532e-06,2.2818535344136474e-05,3.476436031442286e-05
clingy,7.953209676829278e-06,5.001688069723532e-06,1.4198199769684917e-05,2.951521607105746e-06
clip,0.0,2.500844034861766e-06,1.0141571264060656e-06,-2.500844034861766e-06
clipped,0.0,0.0001100371375339177,2.4846849596948606e-05,-0.0001100371375339177
clippedfeeling,0.0,0.0,5.070785632030328e-07,0.0
clipping,0.0,2.500844034861766e-06,5.070785632030328e-07,-2.500844034861766e-06
clippings,0.0,0.0,5.070785632030328e-07,0.0
clisson,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
clive,0.0,0.0,5.070785632030328e-07,0.0
clment,3.181283870731711e-06,0.0,1.0141571264060656e-06,3.181283870731711e-06
clmentpichon,0.0,0.0,1.0141571264060656e-06,0.0
cloak,9.543851612195134e-06,0.0,6.0849427584363925e-06,9.543851612195134e-06
cloaked,9.543851612195134e-06,7.502532104585297e-06,1.115572839046672e-05,2.0413195076098366e-06
cloaking,0.0,2.500844034861766e-06,1.5212356896090981e-06,-2.500844034861766e-06
cloaks,1.5906419353658556e-06,2.500844034861766e-06,2.028314252812131e-06,-9.102020994959103e-07
clobbering,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clock,0.0,0.0,1.5212356896090981e-06,0.0
clocked,0.0,0.0,5.070785632030328e-07,0.0
clocking,0.0,7.502532104585297e-06,4.056628505624262e-06,-7.502532104585297e-06
clocks,3.181283870731711e-06,7.502532104585297e-06,5.57786419523336e-06,-4.321248233853586e-06
clockspring,0.0,0.0,1.5212356896090981e-06,0.0
clomp,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clonal,4.29473322548781e-05,2.500844034861766e-06,1.9776063964918277e-05,4.0446488220016334e-05
clonalspecific,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clone,0.0001511109838597563,7.502532104585297e-06,8.06254915492822e-05,0.000143608451755171
cloneand,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cloned,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
clonedijon,0.0,0.0,1.0141571264060656e-06,0.0
clonefocused,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cloneplanted,0.0,0.0,5.070785632030328e-07,0.0
clones,0.00013361392257073187,5.001688069723532e-06,6.592021321639425e-05,0.00012861223450100833
clonesgolden,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clonesis,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clonespecific,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clonesstill,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cloppy,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
clore,0.0,0.0,1.5212356896090981e-06,0.0
clos,9.861979999268305e-05,1.250422017430883e-05,2.028314252812131e-05,8.611557981837422e-05
close,0.0003753914967463419,0.0006852312655521238,0.0007038250457258095,-0.0003098397688057819
closed,0.0002894968322365857,0.00014754979805684418,0.00017443502574184327,0.00014194703417974154
closeddown,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
closedgrained,0.0,0.0,1.5212356896090981e-06,0.0
closedin,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
closedness,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
closedoff,0.0,2.500844034861766e-06,5.070785632030328e-07,-2.500844034861766e-06
closedup,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
closegrained,3.0222196771951255e-05,0.0,0.0001257554836743521,3.0222196771951255e-05
closeknit,0.0,0.0,1.0141571264060656e-06,0.0
closely,6.362567741463422e-06,0.0,7.0990998848424585e-06,6.362567741463422e-06
closelyknit,4.771925806097567e-06,0.0,5.070785632030328e-07,4.771925806097567e-06
closeness,0.0,0.0,1.0141571264060656e-06,0.0
closeplanted,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
closer,9.543851612195134e-06,2.0006752278894127e-05,8.113257011248524e-06,-1.0462900666698994e-05
closes,0.00019087703224390267,0.0001100371375339177,0.00027027287418721643,8.083989470998496e-05
closest,1.1134493547560989e-05,0.0,2.5353928160151637e-06,1.1134493547560989e-05
closet,3.181283870731711e-06,0.0,5.070785632030328e-07,3.181283870731711e-06
closethis,0.0,0.0,5.070785632030328e-07,0.0
closing,7.953209676829278e-06,2.250759631375589e-05,1.4198199769684917e-05,-1.4554386636926614e-05
closure,0.0,1.0003376139447064e-05,1.5212356896090981e-06,-1.0003376139447064e-05
cloth,0.0,2.500844034861766e-06,1.5212356896090981e-06,-2.500844034861766e-06
clothed,1.5906419353658556e-06,0.0,1.5212356896090981e-06,1.5906419353658556e-06
clothing,3.181283870731711e-06,2.500844034861766e-06,1.5212356896090981e-06,6.804398358699452e-07
clotted,4.771925806097567e-06,0.0,0.0,4.771925806097567e-06
cloud,3.0222196771951255e-05,1.250422017430883e-05,7.0990998848424585e-06,1.7717976597642426e-05
clouded,0.0,7.502532104585297e-06,5.070785632030328e-07,-7.502532104585297e-06
cloudiness,0.0,0.0,2.028314252812131e-06,0.0
clouding,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
cloudless,0.0,0.0,5.070785632030328e-07,0.0
cloudlike,3.181283870731711e-06,0.0,2.028314252812131e-06,3.181283870731711e-06
clouds,1.2725135482926845e-05,0.0,4.563707068827294e-06,1.2725135482926845e-05
cloudy,3.0222196771951255e-05,3.001012841834119e-05,2.7889320976166802e-05,2.1206835361006524e-07
clout,0.0,0.0,5.070785632030328e-07,0.0
clove,0.0016717646740695142,0.0006777287334475385,0.0013381803282928033,0.0009940359406219756
cloveaccented,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cloveatop,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cloveberry,0.0,0.0,5.070785632030328e-07,0.0
clovecinnamon,0.0,0.0,5.070785632030328e-07,0.0
cloved,0.0,0.0,5.070785632030328e-07,0.0
clovedominated,1.5906419353658556e-06,2.500844034861766e-06,0.0,-9.102020994959103e-07
clovedriven,1.5906419353658556e-06,2.500844034861766e-06,1.0141571264060656e-06,-9.102020994959103e-07
cloveflavored,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
cloveflavors,0.0,0.0,1.0141571264060656e-06,0.0
cloveheavy,0.0,5.001688069723532e-06,0.0,-5.001688069723532e-06
cloveinfluenced,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cloveinfused,0.0,2.500844034861766e-06,1.5212356896090981e-06,-2.500844034861766e-06
cloveit,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
clovelaced,4.771925806097567e-06,0.0,1.0141571264060656e-06,4.771925806097567e-06
cloveladen,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clovelike,7.953209676829278e-06,1.250422017430883e-05,6.5920213216394255e-06,-4.5510104974795515e-06
clovemeetsmint,0.0,0.0,5.070785632030328e-07,0.0
clovenutmeg,0.0,0.0,5.070785632030328e-07,0.0
clovepepper,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
clovepowered,0.0,0.0,5.070785632030328e-07,0.0
clover,2.2268987095121977e-05,2.500844034861766e-05,2.8903478102572866e-05,-2.7394532534956815e-06
clovera,0.0,0.0,5.070785632030328e-07,0.0
cloverdale,0.0,0.0,2.028314252812131e-06,0.0
cloverthat,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cloves,4.135669031951225e-05,1.750590824403236e-05,3.498842086100926e-05,2.3850782075479888e-05
clovesoaked,3.181283870731711e-06,0.0,0.0,3.181283870731711e-06
clovespice,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
clovespiced,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
clovespiked,4.771925806097567e-06,0.0,4.563707068827294e-06,4.771925806097567e-06
clovestudded,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clovetinged,0.0,0.0,5.070785632030328e-07,0.0
cloveusually,0.0,0.0,5.070785632030328e-07,0.0
clovey,4.771925806097567e-06,0.0,0.0,4.771925806097567e-06
clovis,0.0,0.0,5.070785632030328e-07,0.0
cloyed,0.0,0.0,5.070785632030328e-07,0.0
cloying,3.976604838414639e-05,0.0004601553024145649,6.0342349021160896e-05,-0.0004203892540304185
cloyingly,0.0,2.0006752278894127e-05,5.070785632030328e-07,-2.0006752278894127e-05
cloys,0.0,5.001688069723532e-06,0.0,-5.001688069723532e-06
clray,0.0,0.0,1.0141571264060656e-06,0.0
club,1.5906419353658555e-05,1.250422017430883e-05,4.563707068827294e-06,3.4021991793497262e-06
clubbing,0.0,0.0,5.070785632030328e-07,0.0
clubonly,0.0,0.0,5.070785632030328e-07,0.0
clubs,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clue,0.0,7.502532104585297e-06,5.070785632030328e-07,-7.502532104585297e-06
clueless,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
clues,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
clumsily,1.5906419353658556e-06,2.500844034861766e-06,0.0,-9.102020994959103e-07
clumsiness,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
clumsy,6.362567741463422e-06,0.00020006752278894127,1.8254828275309177e-05,-0.00019370495504747784
clunky,1.5906419353658556e-06,8.252785315043827e-05,7.0990998848424585e-06,-8.093721121507241e-05
cluny,0.0,0.0,1.0141571264060656e-06,0.0
cluse,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
cluster,2.0678345159756124e-05,0.0,1.7240671148903113e-05,2.0678345159756124e-05
clusterbycluster,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clusterfermented,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
clusterpressed,0.0,0.0,5.070785632030328e-07,0.0
clusters,1.7497061289024412e-05,2.500844034861766e-06,9.634492700857623e-06,1.4996217254162646e-05
clusterwild,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
clutch,0.0,0.0,2.028314252812131e-06,0.0
clutches,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
clutter,0.0,0.0,5.070785632030328e-07,0.0
cluver,0.0,0.0,2.028314252812131e-06,0.0
cmaro,0.0,0.0,5.070785632030328e-07,0.0
cms,0.0,0.0,5.070785632030328e-07,0.0
cnac,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
co,9.543851612195134e-06,2.500844034861766e-05,1.5719435459294013e-05,-1.5464588736422525e-05
coach,0.0,0.0,5.070785632030328e-07,0.0
coaching,0.0,0.0,1.0141571264060656e-06,0.0
coal,1.2725135482926845e-05,0.0,3.0424713792181962e-06,1.2725135482926845e-05
coalesce,1.4315777418292701e-05,1.250422017430883e-05,4.056628505624262e-06,1.8115572439838717e-06
coalesces,6.362567741463422e-06,0.0,0.0,6.362567741463422e-06
coalescing,4.771925806097567e-06,0.0,1.0141571264060656e-06,4.771925806097567e-06
coall,0.0,0.0,5.070785632030328e-07,0.0
coarse,7.953209676829278e-06,9.253122928988534e-05,2.5353928160151638e-05,-8.457801961305605e-05
coarsefeeling,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
coarsegrained,0.0,0.0,1.0141571264060656e-06,0.0
coarsely,4.771925806097567e-06,5.001688069723532e-06,5.070785632030327e-06,-2.2976226362596488e-07
coarseness,1.5906419353658556e-06,7.502532104585297e-06,4.563707068827294e-06,-5.911890169219442e-06
coarser,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
coarsetextured,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
coast,0.00016065483547195142,9.50320733247471e-05,0.00012372716942154,6.562276214720432e-05
coasta,0.0,0.0,5.070785632030328e-07,0.0
coastal,0.0001972395999853661,8.502869718530004e-05,0.0001257554836743521,0.00011221090280006605
coastalbased,0.0,0.0,5.070785632030328e-07,0.0
coastaldriven,0.0,0.0,5.070785632030328e-07,0.0
coastalgrown,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
coastalinfluenced,0.0,2.500844034861766e-06,1.0141571264060656e-06,-2.500844034861766e-06
coastalkissed,0.0,0.0,5.070785632030328e-07,0.0
coastally,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
coaster,3.181283870731711e-06,0.0,1.0141571264060656e-06,3.181283870731711e-06
coasting,0.0,0.0,5.070785632030328e-07,0.0
coastlands,4.771925806097567e-06,0.0,0.0,4.771925806097567e-06
coastline,1.5906419353658556e-06,0.0,2.028314252812131e-06,1.5906419353658556e-06
coasts,0.0,0.0,1.0141571264060656e-06,0.0
coastsourced,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
coastview,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
coat,9.384787418658548e-05,3.7512660522926484e-05,6.287774183717605e-05,5.633521366365899e-05
coated,1.2725135482926845e-05,2.0006752278894127e-05,1.5719435459294013e-05,-7.281616795967283e-06
coating,0.00010975429354024404,6.752278894126768e-05,8.417504149170344e-05,4.2231504598976355e-05
coatings,0.0,2.500844034861766e-06,1.0141571264060656e-06,-2.500844034861766e-06
coats,5.7263109673170804e-05,2.0006752278894127e-05,2.7382242412963766e-05,3.725635739427667e-05
coax,1.4315777418292701e-05,2.0006752278894127e-05,9.127414137654589e-06,-5.6909748606014265e-06
coaxed,1.7497061289024412e-05,5.001688069723532e-06,3.0424713792181962e-06,1.249537321930088e-05
coaxes,9.543851612195134e-06,5.001688069723532e-06,5.57786419523336e-06,4.542163542471602e-06
coaxing,1.4315777418292701e-05,2.500844034861766e-06,7.606178448045491e-06,1.1814933383430935e-05
